1.0.A.0.jpg; A large white monster roars loudly in a barren wasteland.
1.0.B.0.jpg; A foot is seen running towards the monster.
1.1.F.0.jpg; It is the foot of a young man throwing his fist at the monster.
1.1.G.0.jpg; The impact causes an enourmous explosion.
1.2.A.0.jpg; However, the impact was fully absorbed due to soft skin.
1.2.B.0.jpg; The white monster looks angrily at the blue haired fighter.
1.2.B.1.jpg; The monster quickly raises its arm, ready to attack.
1.2.C.0.jpg; The young man quickly crosses his arms and prepares for battle.
1.2.D.0.jpg; He clenches his jaw tightly, bracing for whatever is to come.
1.3.A.0.jpg; The ground cracks loudly beneath them.
1.3.B.0.jpg; A purple haired woman has come to his rescue.
1.3.C.0.jpg; She sternly tells him to back off.
1.3.D.0.jpg; He smiles widely and thanks them profusely.
1.3.E.0.jpg; Her attack is swift and powerful, removing the hand of the monster.
1.3.E.1.jpg; But again, the monster just starts regenerating. None of the attacks have done any damage.
2.0.A.0.jpg; The woman with purple horns looks at the man and questions why he has no magic. He looks away and holds his shirt.
2.0.B.0.jpg; The woman with purple horns cries and exclaims that he is part of the human tribe.
2.0.C.0.jpg; The man with brown hair explains he bought the ring at a street store. He doesn't understand what they are talking about. Two other men look on.
2.0.D.0.jpg; The woman with purple horns looks shocked and surprised.
2.0.E.0.jpg; The woman with purple horns asks the older woman if there is a problem with the summoning spell.
2.0.F.0.jpg; The woman with purple horns angrily points at the man, wondering why she summoned a useless human.
2.0.G.0.jpg; The older woman cries and explains that the summoning was successful, and the man is the one destined to save the demon tribe.
2.0.H.0.jpg; The man with brown hair looks surprised and asks what is going on and who these people are.
2.1.A.0.jpg; Isabella osa introduces herself as the seventh descendant of the demon tribe, addressing the man rudely.
2.1.B.0.jpg; A tall man and a woman stand behind a table, and isabella osa is visible to the side. She states today is the day of the peace treaty signing.
2.1.C.0.jpg; A dark figure with red eyes speaks with a smirk, claiming that no one anticipated the secret agreement between lilian and the humans.
2.1.D.0.jpg; A dark figure with glowing green eyes appears.
2.1.E.0.jpg; The dark figure reveals that lilian planned to attack isabella osa while she was defenseless.
2.2.A.0.jpg; A tall woman with horns and a shorter woman with short hair stand in silhouette. It is revealed that lilian took a significant amount of isabella osa's magic.
2.2.B.0.jpg; Four figures stand in silhouette, one larger than the others. Isabella osa explains that four guards sacrificed themselves to protect her.
2.2.C.0.jpg; Isabella osa explains that she survived only because of the sacrifices of her guards, and she has a tear on her cheek.
2.2.D.0.jpg; Isabella osa states that only a few people can protect her now, and the man thinks.
2.2.E.0.jpg; The man realizes he's in a fantasy world and thinks he might be the hero who saves the fallen female protagonist.
2.3.A.0.jpg; The man considers that if the story is as he suspects, he'd be the male protagonist. A man in armor stands nearby.
2.3.B.0.jpg; The man hopes he can end up with isabella osa and suggests hiding in a mountain. Isabella osa looks at him.
2.3.C.0.jpg; Isabella osa questions if the humans will let them escape so easily. She mentions being chased earlier and explains that they were depending on the chosen one. A man with green hair shouts angrily, calling the man useless.
2.3.D.0.jpg; A woman with blonde hair looks worried at isabella osa and asks if she is okay. Isabella osa has a worried expression.
2.3.E.0.jpg; Isabella osa feels her magic fading, and she has a serious expression.
2.4.A.0.jpg; Isabella osa fades in a dark setting with purple hues.
2.4.B.0.jpg; Isabella osa's hand fades into nothingness in a white and purple setting.
2.4.C.0.jpg; Isabella osa's leg fades into nothingness in a white and purple setting.
2.5.A.0.jpg; An older man in a purple robe looks to the left, and a blonde woman looks at him with shock.
2.5.B.0.jpg; The man with brown hair looks surprised and exclaims in shock as isabella osa fades in the background.
2.5.C.0.jpg; The man with brown hair looks up and to the right, noticing changes in his body. He has red lines on his face. Isabella osa looks down and to the right.
2.5.D.0.jpg; Isabella osa looks to the left with a shocked expression and a tear on her cheek.
