1.3.B.1.jpg; Two hands are shown typing on a keyboard.  The keyboard has korean characters and is white.  gif is present on the upper right corner of the keyboard.  The hands are fair skinned. The setting takes place in a digital space, specifically a  messaging app. The action of composing a message is the central focus. The quick and precise movements of the fingers on the keyboard convey a sense of urgency and determination.  i want to become like the flame emperor. bottom left anonymous - 1 min ago top right 
1.1.A.0.jpg; A large ominous red tower is visible in the picture. The tower looks sinister and imposing against the dark red clouds.  The sky is filled with dark red clouds, giving a sense of dread and foreboding. The tower is positioned in front of the clouds. It looks like something bad is about to happen.  next up news on babylon  below the tower 
1.2.A.0.jpg; There are two men in the image. Both men have black hair and are wearing black jackets. The first man on the left is wearing a black turtleneck. The second man on the right has his hair tied back. He is wearing a black jacket with a grey collar and a white undershirt. The image is set in an office. There is a desk visible as well as a wall behind the men. The wall is covered with papers that have an image of a building printed on them. One of the men is calling the other "flame emperor". The man being called "flame emperor" looks annoyed.  The image has a humorous feeling to it as someone is being called a ridiculous name. "flame emperor" - positioned above the head of the first man on the right  why are you calling me with such a dumbass nickname when i have a proper name? - positioned to the left of the second man on the right uh uhhhhhh... - positioned to the right of the second man on the right 
1.3.C.0.jpg; A young man with dark, neatly combed hair is depicted in the frame. His expression is one of solemn contemplation, with slightly furrowed brows hinting at a thoughtful demeanor. The setting appears to be an everyday environment, possibly a kitchen or a convenience store, as indicated by the shelves and containers visible in the background.  He seems to be lost in thought, perhaps reflecting on something of great importance. The overall atmosphere of the image evokes a sense of introspection and tranquility. i want to become like the flame emperor. top right  
1.1.A.1.jpg; There are two people in the image. A woman with purple hair and red eyes is looking to the left.  Her mouth is closed and her expression is neutral. The second person is a man that has pale skin and white hair. Only part of his face and neck is visible.  The background is dark blue. There are white sparkles around the mans head.  A black banner with white text is below the characters. The picture conveys a serious and tense atmosphere.  black dragon another failure at world first... "the future of the guild" below the characters 
1.2.A.1.jpg; The image shows a laptop screen with a man performing on stage. The man has brown hair tied back and is wearing a red jacket and black undershirt. He is holding a microphone. The laptop is sitting on top of a desk.  The setting seems to be an office space. There are two cans on either side of the laptop and loose papers stacked on the left.  The man on the screen is giving a performance. Someone off-screen seems to have called him "flame emperor" and he is responding negatively to it. The image feels humorous as the man is embarrassed by what he is being called.   what in the world is 'flame emperor'? flame emperor, really? why don't you call me flame retard while you're at it. -  positioned in the center-right of the image it's fucking embarrassing... - positioned in the bottom-left of the image 
1.3.C.1.jpg; A close-up shot reveals a pair of hands delicately holding a sleek, black smartphone. The phone's screen emits a soft, ethereal glow, illuminating the surrounding area.  The setting appears to be indoors, with a glimpse of a textured wall in the background suggesting a cozy and private space. The individual is engrossed in their phone, their fingers gently navigating the device.  The image conveys a sense of anticipation, with the illuminated screen hinting at a possible notification or message being received. i want to become like the flame emperor. top left and bottom center 
1.3.D.jpg;  There are no characters visible in this image. The background is plain white.  The image only contains text.  he's so amazing that they pay attention to every single word he says... center right so uh mr. flame emperor... top left 
1.5.B.jpg; A young man with short, dark hair is crouching on the floor of a room. He is wearing a white, long-sleeved shirt and black pants with white stripes down the sides. His right hand is reaching out to touch a wall covered in papers. The room seems to be a simple living space with a door on the right side and newspaper clippings covering the wall on the left. A laptop is laying open on the floor and other objects are scattered around it. The young man seems to be lost in thought, his posture conveying a sense of deep contemplation or worry.  it feels like he looked down on me and not the reporter... below the character 
1.1.B.0.jpg; There are two men in the picture. One man has brown hair and is wearing glasses. He is holding a phone in his right hand. The other man has long light brown hair and is wearing a red jacket and a black shirt. He is standing still in a confident pose. The setting is a press room with wooden walls and lights flashing from the cameras. Cameras are pointed at the man with the light brown hair. It seems like the man with light brown hair is having his picture taken in a celebratory manner after an accomplishment.  having shot down black dragon's aspirations,  above the men 
1.4.A.1.jpg; A man wearing a red jacket and black undershirt is holding a microphone. His hand is in his pocket. The man seems to be sighing.  The image evokes a feeling of disappointment. sigh... below the hand in his pocket 
1.3.E.0.jpg; A young man, with his hair pulled back in a sleek ponytail, stands with his mouth open as if caught in mid-sentence.  He wears a striking red jacket layered over a dark gray shirt, adding a touch of intensity to his appearance. The backdrop features a gradient of deep purple and fiery orange, creating a dramatic atmosphere.   The vibrant colors and the man's animated expression suggest a scene of high energy and enthusiasm, possibly a performance or a public address.  The background evokes a sense of excitement and spectacle, hinting at a momentous occasion or a captivating event. he's also said to be really rich... i'm envious of that, too... top right seriously, again with the flame emperor! call me by my name! top center if the world was a novel, then someone like him would be the main character, right? bottom center  
1.1.B.1.jpg;  A man with light brown hair is standing with his back to the viewer. He is wearing a blue shirt and holding a microphone in his left hand. He has his right hand extended outwards as if he is refusing to shake someone's hand. He is standing in the street and is surrounded by people holding up their phones to take pictures of him. The street is paved in grey bricks. The image conveys a feeling of excitement and celebration.  he's the shining main character of today, the number 1 ranked hunter!  below the man 
1.4.B.jpg; A young man with short, dark hair is holding a white sheet of paper, his expression serious and slightly exasperated. The setting appears nondescript, possibly a simple room. He seems to be explaining something important, conveying a feeling of frustration and a desire to be understood. i'm only going to say this once, so pay attention to it if you want or whatever. below the hand holding the paper 
1.5.E.jpg; A person with lightly tanned skin is shown gripping their shirt tightly with their hands. The person has short sleeves and is wearing a white garment. The setting appears bleak with grey tones dominating. The background is heavily motion blurred, conveying a sense of rapid movement or intense emotion. It feels like a moment of strong determination with an undercurrent of desperation.  i want to become like the flame emperor...!! below the person 
1.1.C.0.jpg; A man with dark grey hair tied back in a ponytail and sharp golden eyes is visible. He has an earring with a gold spike hanging from each ear. He is wearing a dark turtleneck shirt, with a white over shirt.  The man is standing in an ornately decorated room, with wood paneling on the walls. The walls are decorated with intricate patterns, suggesting a royal or wealthy setting. The man appears to be in deep thought, and the atmosphere conveys a sense of seriousness and contemplation. 
1.4.D.jpg; A man with dark hair and light skin is expressing himself intensely.  His brow is furrowed, conveying a serious and intimidating demeanor. He appears to be in the middle of a serious conversation, possibly issuing a warning or making a firm statement. The atmosphere is heavy with tension and a sense of impending conflict. but even if you succeed, don't start beef with me.  below the man 
